player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,YOP,Match
Jason Whittle,436,5,0.11198744573756592,-0.568670230969411,0.16085836036427728,-0.758464264722873,-0.11354379493667413,-0.09244725395131416,-0.6146668264359711,-0.6849165916043702,-0.784606418056829,0.09357032427038955,0.09313644704662327,0.3605341798720905,0.43417716543867113,-0.7972712881161538,-0.9531581192278035,-0.8104037825796384,-0.20828456930427738,-0.6775113695611815,-0.15327599320930452,-0.8108508509256982,-0.7931762741311841,-0.7939694295758047,-0.11061198371428539,-0.19343077026910319,-0.8076628478363495,-0.22803383178470554,2006,0
Billy Yates,1721,4,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.5860789110775195,1.1875581273138949,0.19414166037189784,-0.6146668264359711,-1.2369330024329541,-0.901607665314612,0.09357032427038955,0.09313644704662327,1.1370109947710372,-0.6798497726772896,-1.2046468568536068,-0.9531581192278035,-0.9040620254049495,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-0.9045193998391173,-0.8956693093153179,-0.8964837750933957,-0.2027011875813347,-0.19343077026910319,-0.8847250187428926,-0.22803383178470554,2006,0
Stephen Peterman,1804,3,0.11198744573756592,-0.568670230969411,-0.5968423307384917,-0.31028320612274235,-0.6536238381350232,0.2389211782348997,-0.6146668264359711,-0.35370674510721994,-0.8263925777917515,0.09357032427038955,0.09313644704662327,-0.6443181688206634,-0.6798497726772896,-0.47137083312619127,-0.43278657067608917,-0.9256754660569444,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-0.9261352188191371,-0.8207705528346046,-0.8215694456766945,-0.22572348854809704,-0.19343077026910319,-1.0507050791569852,-0.22803383178470554,2006,1
Chris Kemoeatu,2421,3,0.11198744573756592,-0.568670230969411,0.9185590514670462,0.23749364327741757,0.733399909169828,0.07771491392809333,-0.6146668264359711,-0.9057231559358038,-0.9977158327049337,0.09357032427038955,0.09313644704662327,0.26918396635456626,-0.6798497726772896,-0.960221515611135,-0.9531581192278035,-0.954493386926271,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-0.9549563107924968,-1.0099884639437746,-1.0108266989399395,-0.2564198898371135,-0.19343077026910319,-0.837302144338866,-0.22803383178470554,2006,1
Chris Bober,718,12,0.11198744573756592,-0.568670230969411,-0.05562755137937099,0.47818347104415493,-1.3655475314419383,0.8210549104539235,-0.6146668264359711,-0.9057231559358038,-1.0812881521747786,0.09357032427038955,0.09313644704662327,-0.7356683823381812,-1.05119208538261,-0.8787464018636444,-0.43278657067608917,-0.9713038407667114,-0.20828456930427738,-0.3605811923857862,-0.15327599320930452,-0.9717686144436233,-1.0809451806097135,-1.0817981689136564,-0.6580311400350786,-0.19343077026910319,-0.7720956920333296,1.732897097822159,2006,0
Zach Piller,489,3,0.11198744573756592,0.9097396577118584,1.568016786697991,-0.11939127375601963,1.003439930769003,-0.9522139969209495,-0.26342863990113047,-1.0161264381015205,-0.9810013688109647,0.09357032427038955,0.09313644704662327,0.3605341798720905,-0.6798497726772896,-0.960221515611135,-0.9531581192278035,-0.9953187748244834,-0.20828456930427738,-0.29465971553330395,-0.15327599320930452,-0.9957861910880897,-0.9705680657960309,-0.9713981045100969,-0.6938436082055978,-0.19343077026910319,-0.9973543454524555,-0.22803383178470554,2006,0
Norm Katnik,2091,3,0.11198744573756592,-0.568670230969411,0.5938301838515738,-0.26878495995606355,-0.11968106815483684,-0.09244725395131416,-0.9659050129708118,-0.6849165916043702,-1.0478592243868408,0.09357032427038955,0.09313644704662327,-0.1875671012330486,-0.6798497726772896,-0.8787464018636444,-0.9531581192278035,-1.0097277352591467,-0.20828456930427738,-0.3098723640377229,-0.15327599320930452,-1.0101967370747695,-1.045466822276744,-1.046312433926798,-0.6938436082055978,-0.19343077026910319,-0.9202921745459124,-0.22803383178470554,2006,0
Eugene Amano,1953,3,0.11198744573756592,-0.568670230969411,1.568016786697991,0.5528803141441759,0.5124580733159582,0.26578888895270053,-0.6146668264359711,-1.0161264381015205,-1.0729309202277941,0.09357032427038955,0.09313644704662327,-0.32459242150933176,-1.05119208538261,-0.960221515611135,-0.43278657067608917,-1.0841740308382402,-0.20828456930427738,-0.5786291542824582,-0.15327599320930452,-1.0846512246726154,-1.0730611009801647,-1.073912450027688,-0.501991100149245,-0.19343077026910319,-1.0625607977579918,-0.22803383178470554,2006,0
Terrence Metcalf,1096,9,0.11198744573756592,-0.568670230969411,-1.1380571100976122,-0.9327568986229239,0.69657626986085,-1.3104501398249644,-0.9659050129708118,-1.1265297202672373,-1.2024680154060539,0.09357032427038955,0.09313644704662327,0.7259350339421812,-1.05119208538261,-1.2046468568536068,-0.9531581192278035,-1.1153934451133438,-0.20828456930427738,-0.42396722782086527,-0.125288867093067,-1.1158740743104218,-1.1992063750529447,-1.2000839522031845,-0.6938436082055978,-0.19343077026910319,-0.949931471048429,-0.22803383178470554,2006,1
Scott Young,2389,8,0.11198744573756592,-0.568670230969411,0.8103160955952221,-1.0406523386562885,0.2792416910257621,0.1404062389362949,-0.9659050129708118,-0.9057231559358038,-1.1063598480157322,0.09357032427038955,0.09313644704662327,0.22350885959580738,0.06283485273335088,-1.0416966293586256,-0.9531581192278035,-1.12740091214223,-0.20828456930427738,-0.667369603891569,-0.15327599320930452,-1.1278828626326551,-1.0927713000540364,-1.0936267472426093,-0.48152683262323404,-0.19343077026910319,-1.139622968664535,0.5741651848726481,2006,1
Dennis Norman,928,4,0.11198744573756592,-0.568670230969411,-0.16387050725119512,0.038302061677358994,0.15649622666250088,-0.40590387899232705,-0.6146668264359711,-1.1265297202672373,-1.1105384639892244,0.09357032427038955,0.09313644704662327,-0.1875671012330486,-0.6798497726772896,-1.0416966293586256,-0.43278657067608917,-1.163423313228888,-0.20828456930427738,-0.6344088654653278,1.4699773215324727,-1.1639092275993548,-1.108539459313134,-1.1093981850145462,-0.6836114744425923,-0.14998465341245096,-1.2048294209700714,-0.22803383178470554,2006,0
Nick Cole,3567,10,0.11198744573756592,-0.568670230969411,0.8103160955952221,0.21259469557741054,1.5557945204036785,-0.39694797541972654,-0.9659050129708118,-1.2369330024329541,-1.1899321674855772,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.1946427275039917,1.0364043975632897,-0.685117693813391,-0.15327599320930452,-1.195132077237161,-1.1794961759790727,-1.1803696549882632,-0.6938436082055978,-0.19343077026910319,-1.1751901244675549,0.2176322885804909,2006,0
Bennie Anderson,717,2,0.11198744573756592,-0.568670230969411,0.052615404492453145,0.693974351110884,0.966616291460025,0.2030975639444977,-0.9659050129708118,-1.1265297202672373,-1.1565032396976391,0.09357032427038955,0.09313644704662327,0.8629603542184707,-1.05119208538261,-1.2046468568536068,-0.9531581192278035,-1.197044220909769,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.1975338349016078,-1.1597859769052008,-1.1606553577733418,-0.5147812673530019,-0.19343077026910319,-1.2107572802705748,-0.22803383178470554,2006,0
Rob Smith,3510,1,0.11198744573756592,-0.568670230969411,-0.9215711983539641,-2.941272013090176,-1.1384684223699049,-3.15536627578064,-0.9659050129708118,-0.9057231559358038,-1.1815749355385927,0.09357032427038955,0.09313644704662327,-0.32459242150933176,-1.05119208538261,-1.0416966293586256,-0.9531581192278035,-1.1994457143155461,-0.20828456930427738,-0.5101722360125728,-0.15327599320930452,-1.1999355925660544,-1.1755541361642983,-1.176426795545279,-0.6938436082055978,-0.19343077026910319,-1.1929737023690647,-0.22803383178470554,2006,0
Mike Pucillo,1185,7,-0.9046343259289298,-0.568670230969411,1.6762597425698151,-0.10279197528934847,-0.1380928878093263,0.149362142508896,-0.9659050129708118,-1.1265297202672373,-1.2943975668228833,-1.1564752878465447,-1.1605433056488161,-0.27891731475056636,-0.6798497726772896,-1.2046468568536068,-0.9531581192278035,-1.2018472077213234,0.04487250870268539,-0.685117693813391,-0.15327599320930452,-1.1999355925660544,-1.297757370422304,-1.294712578834807,-0.6938436082055978,-0.19343077026910319,-1.0151379233539655,4.852559940378534,2006,1
Aaron Merz,3193,2,0.11198744573756592,-0.568670230969411,-1.3545430218412606,-1.1734467263896606,-0.819330215025426,-1.238802911244161,-0.9659050129708118,-0.7953198737700871,-1.2024680154060539,0.09357032427038955,0.09313644704662327,-1.192419449925796,-1.05119208538261,-0.960221515611135,-0.9531581192278035,-1.2114531813444323,-0.20828456930427738,-0.5482038572736202,-0.15327599320930452,-1.2119443808882875,-1.1992063750529447,-1.2000839522031845,-0.668263273798084,-0.19343077026910319,-1.1870458430685615,-0.22803383178470554,2006,1
Grey Ruegamer,483,5,-1.0498660075955633,-0.568670230969411,0.4855872279797497,1.723130856044518,1.347127230986134,1.4300563533907484,-0.9659050129708118,-1.2369330024329541,-1.26932587098193,-0.8019847411268163,-0.6553290769506537,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.2186576615617637,-0.16609172296978358,-0.5507392986910234,-0.15327599320930452,-1.216747896217181,-1.2583369722745603,-1.2552839844049644,-0.6938436082055978,-0.19343077026910319,-1.1159115314625216,0.3958987367265695,2006,0
Todd Wade,621,1,0.11198744573756592,-0.568670230969411,1.6762597425698151,0.7022740003442193,0.8929690128420681,0.35534792467870424,-0.9659050129708118,-1.1265297202672373,-1.2275397112470074,0.09357032427038955,0.09313644704662327,0.588909713665898,-1.05119208538261,-1.2046468568536068,-0.9531581192278035,-1.221059154967541,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.2215514115460742,-1.234684733385914,-1.235569687190043,-0.6938436082055978,1.109952735430464,-1.1574065465660448,-0.22803383178470554,2006,0
Jeb Terry,1866,2,0.11198744573756592,-0.568670230969411,1.4597738308261667,-0.584171630822822,-0.11354379493667413,-0.9432580933483491,-0.9659050129708118,-1.0161264381015205,-1.1815749355385927,0.09357032427038955,0.09313644704662327,0.26918396635456626,-1.05119208538261,-1.1231717431061161,-0.9531581192278035,-1.2306651285906498,-0.20828456930427738,-0.6749759281437784,-0.15327599320930452,-1.2311584422038606,-1.191322295423396,-1.192198233317216,-0.5608258692865266,-0.19343077026910319,-1.2463244360735946,-0.22803383178470554,2006,1
Austin King,1444,3,0.11198744573756592,-0.568670230969411,-1.5710289335849088,0.6524761049442053,0.9236553789328834,0.35534792467870424,-0.9659050129708118,-1.1265297202672373,-1.290218950849391,-1.063188301867669,-1.0108502008493614,-0.14189199447428322,-1.05119208538261,-1.2046468568536068,-0.9531581192278035,-1.2498770758368676,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.250372503519434,-1.2898732907927553,-1.2868268599488384,-0.571058003049532,-0.19343077026910319,-1.1455508279650384,-0.22803383178470554,2006,0
Russ Hochstein,890,6,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.901465581944278,1.5066963346583742,0.40012744254170607,-0.9659050129708118,-1.2369330024329541,-1.256790023061453,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.254680062648422,0.04487250870268539,-0.6825822523959879,-0.15327599320930452,-1.2551760188483272,-1.2504528926450116,-1.2513411249619801,-0.6350088390683163,-0.19343077026910319,-1.216685139571078,0.5741651848726481,2006,1
Montrae Holland,1415,2,0.11198744573756592,-0.568670230969411,0.37734427210792554,-1.472234098789748,0.3651635160800444,-2.2597759185206034,-0.9659050129708118,-1.2369330024329541,-1.2442541751409764,0.09357032427038955,0.09313644704662327,-0.3702675282680906,-1.05119208538261,-1.2046468568536068,-0.43278657067608917,-1.2714905164888624,-0.20828456930427738,-0.6090544512912962,-0.15327599320930452,-1.2719883224994537,-1.246510852830237,-1.2473982655189957,-0.6708213072388355,-0.19343077026910319,-1.2641080139751046,-0.22803383178470554,2006,1
Larry Turner,1952,1,0.11198744573756592,-0.568670230969411,1.0268020073388704,-1.1402481294563178,-2.856904923455562,-0.46859520400052984,-0.9659050129708118,-1.1265297202672373,-1.26932587098193,0.09357032427038955,0.09313644704662327,-2.060246478342267,-1.05119208538261,-1.1231717431061161,-0.43278657067608917,-1.2762935033004168,0.5722830878838578,-0.685117693813391,-0.15327599320930452,-1.276791837828347,-1.2741051315336578,-1.2749982816198857,-0.6938436082055978,-0.19343077026910319,-1.234468717472588,-0.22803383178470554,2006,0
Isaac Sowells,3057,1,0.11198744573756592,-0.568670230969411,-0.9215711983539641,-0.8746593539895734,-0.9052520400797088,-0.8626549611949459,-0.26342863990113047,-1.0161264381015205,-1.290218950849391,0.09357032427038955,0.09313644704662327,-4.709402670350432,-1.05119208538261,-0.960221515611135,-0.9531581192278035,-1.2955054505466346,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.29600589914392,-1.2859312509779808,-1.2868268599488384,-0.6938436082055978,0.4365379241523543,-1.2641080139751046,-0.22803383178470554,2006,1
Ike Ndukwe,2720,2,0.11198744573756592,-0.568670230969411,-1.4627859777130847,-0.2189870645560489,0.9604790182418614,-0.5850219504443344,-0.9659050129708118,-1.2369330024329541,-1.319469262663837,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.324323371415961,-0.20828456930427738,-0.6420151897175372,-0.15327599320930452,-1.3248269911172799,-1.317467569496176,-1.3183697354927126,-0.6938436082055978,-0.19343077026910319,-1.2878194511771177,-0.22803383178470554,2006,0
Brad Badger,281,3,0.11198744573756592,-0.568670230969411,0.7020731397233979,-0.9908544432562738,-1.7460584709680478,-0.43277158971012786,-0.9659050129708118,-1.0161264381015205,-1.3152906466903447,0.09357032427038955,0.09313644704662327,-3.7045503216576776,-1.05119208538261,-1.1231717431061161,-0.9531581192278035,-1.3267248648217382,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3272287487817265,-1.3095834898666272,-1.3104840166067442,-0.6836114744425923,0.023799814014157997,-1.3056030290786278,-0.04976738363862695,2006,0
Toniu Fonoti,1046,2,0.11198744573756592,-0.568670230969411,0.052615404492453145,-1.1153491817563101,-1.1016447830609264,-0.9880376112113509,-0.9659050129708118,-1.1265297202672373,-1.3361837265578058,0.09357032427038955,0.09313644704662327,-4.3440018162803415,-1.05119208538261,-1.2046468568536068,-0.9531581192278035,-1.3315278516332927,-0.20828456930427738,-0.6496215139697468,-0.15327599320930452,-1.3320322641106197,-1.3371777685700477,-1.338084032707634,-0.6938436082055978,-0.19343077026910319,-1.275963732576111,-0.22803383178470554,2006,1
Cornell Green,551,4,0.11198744573756592,-0.568670230969411,1.4597738308261667,0.5611799633775124,0.2792416910257621,0.2389211782348997,-0.9659050129708118,-1.2369330024329541,-1.3445409585047903,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3387323318506241,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3392375371039595,-1.3411198083848221,-1.3420268921506182,-0.6938436082055978,-0.19343077026910319,-1.2878194511771177,0.7524316330187266,2006,0
Gene Mruczkowski,1667,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,-0.43477794462277863,0.5861053519339151,-0.5402424325813325,-0.9659050129708118,-1.2369330024329541,-1.3445409585047903,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3459368120679558,-0.20828456930427738,-0.6648341624741657,-0.15327599320930452,-1.3464428100972996,-1.3450618481995964,-1.3459697515936024,-0.6938436082055978,-0.19343077026910319,-1.2996751697781244,-0.22803383178470554,2006,0
Wade Smith,1393,3,0.11198744573756592,-0.568670230969411,0.5938301838515738,-0.6256698769895007,0.389712608952697,-0.6835368897429386,-0.9659050129708118,-1.2369330024329541,-1.3487195744782825,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3507397988795102,-0.1871881461370305,-0.685117693813391,-0.15327599320930452,-1.3512463254261928,-1.3490038880143709,-1.3499126110365869,-0.6836114744425923,-0.19343077026910319,-1.3056030290786278,-0.13890060771166624,2006,0
Tyson Walter,1165,1,0.11198744573756592,-0.568670230969411,-0.4885993748666675,-0.1276909229893555,0.8745571931875791,,-0.9659050129708118,-1.2369330024329541,-1.3361837265578058,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3531412922852875,-0.20828456930427738,-0.6724404867263752,-0.15327599320930452,-1.3536480830906394,-1.3332357287552734,-1.3341411732646498,-0.6938436082055978,-0.19343077026910319,-1.3352423255811443,-0.22803383178470554,2006,0
Brad Butler,3088,2,0.11198744573756592,-0.568670230969411,-1.3545430218412606,-0.6671681231561796,,-0.7820518290415427,-0.9659050129708118,-1.2369330024329541,-1.352898190451775,,,,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3531412922852875,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3536480830906394,-1.3529459278291451,-1.353855470479571,-0.6938436082055978,-0.10653853655579872,-1.3056030290786278,-0.13890060771166624,2006,0
Daniel Loper,2367,2,0.11198744573756592,-0.568670230969411,1.568016786697991,-0.2853842584227347,0.8377335538786002,-0.36112436112932517,-0.9659050129708118,-1.2369330024329541,-1.340362342531298,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3555427856910647,-0.20828456930427738,-0.6749759281437784,-0.15327599320930452,-1.356049840755086,-1.3411198083848221,-1.3420268921506182,-0.6938436082055978,-0.19343077026910319,-1.3293144662806409,-0.22803383178470554,2006,0
Jim Molinaro,1898,1,0.11198744573756592,-0.568670230969411,1.6762597425698151,-0.5011751384894645,-2.267726694511908,-0.4596393004279294,-0.9659050129708118,-1.2369330024329541,-1.3487195744782825,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3603457725026191,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3608533560839795,-1.3490038880143709,-1.3499126110365869,-0.6938436082055978,-0.19343077026910319,-1.3293144662806409,-0.04976738363862695,2006,0
David Baas,2250,2,0.11198744573756592,-0.568670230969411,1.2432879190825186,0.37028803101078916,,0.47177467112250876,-0.9659050129708118,-1.2369330024329541,-1.352898190451775,,,,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3603457725026191,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3608533560839795,-1.3529459278291451,-1.353855470479571,-0.6938436082055978,-0.19343077026910319,-1.3233866069801377,-0.04976738363862695,2006,0
Tony Palmer,3188,1,0.11198744573756592,-0.568670230969411,-0.4885993748666675,-0.384980049222764,,-0.36112436112932517,-0.9659050129708118,-1.2369330024329541,-1.352898190451775,,,,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3603457725026191,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3608533560839795,-1.3529459278291451,-1.353855470479571,-0.6887275413240951,-0.19343077026910319,-1.3233866069801377,-0.22803383178470554,2006,1
Chris Snee,1755,20,0.11198744573756592,-0.568670230969411,0.4855872279797497,2.2294094592779987,1.4575981489130698,2.289823096360383,0.08780954663371016,0.5295195122185141,1.601383302807245,0.09357032427038955,0.09313644704662327,0.6345848204246634,0.8055194781439914,0.42485541809620553,0.08758497787562512,1.8024210429059642,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.8022614879922492,1.5838737341777636,1.5835748145437103,2.6802025001454597,-0.19343077026910319,2.0673489129077574,-0.22803383178470554,2007,1
Rich Seubert,986,20,0.11198744573756592,0.9097396577118584,0.4855872279797497,1.9887196315112612,1.525108154312863,1.5912626176975546,-0.6146668264359711,0.9711326408813812,1.5679543750193072,0.09357032427038955,0.09313644704662327,0.6802599271834222,-0.3085074599719694,0.42485541809620553,-0.9531581192278035,1.7712016286308605,-0.20828456930427738,2.6261687973151395,-0.15327599320930452,1.771038638354443,1.5405112962152456,1.5402033606708834,-0.6938436082055978,-0.19343077026910319,2.0554931943067505,-0.22803383178470554,2007,0
Logan Mankins,2249,19,0.11198744573756592,2.388149546393128,0.2691013162361014,2.287507003911349,0.8009099145696222,2.567456107110995,0.08780954663371016,0.7503260765499477,1.747634861879474,0.09357032427038955,0.09313644704662327,0.26918396635456626,1.1768617908493118,0.9951812143286398,2.6894427206341964,1.7231717605153163,-0.20828456930427738,2.5754599689670767,-0.15327599320930452,1.72300348506551,1.7021349286209948,1.7018605978332384,-0.6938436082055978,-0.19343077026910319,1.6938937769760485,-0.22803383178470554,2007,1
Pete Kendall,163,17,0.11198744573756592,-0.568670230969411,1.6762597425698151,1.4741413790444453,1.6417163454579615,0.8837462354621264,0.08780954663371016,-0.02249689861006967,1.2712726409013575,0.09357032427038955,0.09313644704662327,0.7716101407009465,0.06283485273335088,-0.06399526438873818,-0.43278657067608917,1.4301895650104968,-0.20828456930427738,2.266136116043891,-0.15327599320930452,1.4299890500030197,1.22909015084807,1.228717464675126,-0.6938436082055978,-0.19343077026910319,1.6820380583750418,-0.22803383178470554,2007,0
Chris Gray,52,18,0.11198744573756592,0.9097396577118584,1.3515308749543427,0.4117862771774679,1.0648126629506336,-0.10140315752391466,-0.6146668264359711,0.6399227943842309,1.5219895993108923,0.09357032427038955,0.09313644704662327,0.4975595001483737,0.8055194781439914,0.5063305318436961,1.1283280749790536,1.3917656705180614,0.04487250870268539,-0.685117693813391,-0.15327599320930452,1.3915609273718734,1.4380182610311119,1.4376890151532922,2.212082380487959,-0.19343077026910319,1.2730157666403135,-0.22803383178470554,2007,0
Kris Dielman,1599,19,0.11198744573756592,-0.568670230969411,1.1350449632106945,1.6733329606445029,1.2550681327136881,1.4569240641085492,2.195238665842754,-0.13290018077578644,1.1166638498821442,0.09357032427038955,0.09313644704662327,0.6345848204246634,0.43417716543867113,0.2619051906012243,-0.9531581192278035,1.386962683706507,-0.20828456930427738,2.2204981705306337,-0.15327599320930452,1.38675741204298,1.0359301999241257,1.0355173519688967,-0.6938436082055978,-0.19343077026910319,1.8658016966906446,-0.22803383178470554,2007,0
Mike Goff,375,19,0.11198744573756592,-0.568670230969411,1.1350449632106945,1.183653655877694,1.273479952368178,0.9285257533251282,-0.26342863990113047,1.3023424873785314,1.1166638498821442,0.09357032427038955,0.09313644704662327,0.4062092866308559,1.1768617908493118,0.750755873086168,-0.9531581192278035,1.362947749648735,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.3627398353985136,1.0359301999241257,1.0355173519688967,2.212082380487959,-0.19343077026910319,1.8065231036856115,-0.22803383178470554,2007,0
Rob Sims,3073,18,0.11198744573756592,-0.568670230969411,1.3515308749543427,1.017660671210979,0.7886353681332959,0.6419368390019162,1.141524106238232,0.9711326408813812,1.4634889756820009,0.09357032427038955,0.09313644704662327,0.22350885959580738,-0.3085074599719694,1.158131441823621,1.1283280749790536,1.3125163881274136,-0.20828456930427738,2.141899486591136,-0.15327599320930452,1.312302924445134,1.3828297036242705,1.3824889829515126,-0.6938436082055978,-0.19343077026910319,1.1603864399307504,-0.22803383178470554,2007,1
Jahri Evans,3053,16,0.11198744573756592,-0.568670230969411,0.37734427210792554,1.9970192807445977,0.9543417450236987,1.9674105677467704,-0.26342863990113047,0.9711326408813812,1.4593103597085086,0.09357032427038955,0.09313644704662327,0.4062092866308559,0.43417716543867113,0.750755873086168,0.6079565264273394,1.2836984672580871,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.2834818324717745,1.4340762212163374,1.433746155710308,2.1276672769431637,-0.19343077026910319,1.0121899574181676,-0.22803383178470554,2007,0
Ryan Lilja,2105,17,0.11198744573756592,-0.568670230969411,-0.27211346312301926,1.9057231391779037,0.9113808324965571,1.9136751463111688,0.7902859197033915,0.4191162300527974,1.2002361693519892,0.09357032427038955,0.09313644704662327,0.45188439338961484,0.43417716543867113,0.5063305318436961,0.08758497787562512,1.2836984672580871,-0.20828456930427738,2.1114741895822977,-0.15327599320930452,1.2834818324717745,1.146307314737808,1.1459174163724564,-0.6938436082055978,-0.19343077026910319,1.4449236863549095,-0.22803383178470554,2007,0
Jamar Nesbit,564,16,0.11198744573756592,-0.568670230969411,0.37734427210792554,0.5528803141441759,1.273479952368178,-0.22678580754031968,0.08780954663371016,0.7503260765499477,1.4593103597085086,0.09357032427038955,0.09313644704662327,0.4975595001483737,0.43417716543867113,0.5878056455911868,0.08758497787562512,1.2836984672580871,-0.20828456930427738,2.1114741895822977,-0.15327599320930452,1.2834818324717745,1.4340762212163374,1.433746155710308,-0.6938436082055978,-0.19343077026910319,1.0121899574181676,-0.22803383178470554,2007,0
Jake Scott,1862,17,0.11198744573756592,-0.568670230969411,-0.27211346312301926,1.3164480436110657,0.5554189858430998,1.6270862319879567,1.4927622927730726,1.6335523338756819,1.1877003214315125,0.09357032427038955,0.09313644704662327,-0.09621688771552432,0.8055194781439914,1.6469821243085647,0.6079565264273394,1.271691000229201,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.2714730441495412,1.134481195293485,1.1340888380435035,1.7388461939489555,2.999858818694836,1.4330679677539029,-0.22803383178470554,2007,0
Kyle Kosier,1208,17,0.11198744573756592,2.388149546393128,-0.8133282424821399,0.22919399404408228,0.9543417450236987,-0.6029337575895354,0.4390477331685508,0.5295195122185141,1.2044147853254814,0.09357032427038955,0.09313644704662327,0.4062092866308559,0.8055194781439914,0.5878056455911868,0.6079565264273394,1.2404715859540973,-0.20828456930427738,2.065836244069041,-0.15327599320930452,1.2402501945117348,1.1778436332560032,1.1774602919163304,-0.6938436082055978,-0.19343077026910319,1.2907993445418233,-0.22803383178470554,2007,0
Kendall Simmons,1037,17,0.11198744573756592,2.388149546393128,0.9185590514670462,-1.0240530401896173,-0.7886438489346108,-0.9432580933483491,0.08780954663371016,2.958391719864283,0.9662336748364233,0.09357032427038955,0.09313644704662327,-0.8270185958557055,1.548204103554632,2.5432083755309614,2.1690711720824822,1.2332671057367657,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.233044921518395,0.9294951249252175,0.9290601470083214,2.073948574687385,-0.19343077026910319,1.646470902572022,-0.22803383178470554,2007,1
Vince Manuwai,1387,17,0.11198744573756592,-0.568670230969411,-0.16387050725119512,1.7397301545111885,0.7947726413514586,1.7703806891495621,0.4390477331685508,0.4191162300527974,0.8951972032870551,0.09357032427038955,0.09313644704662327,0.4062092866308559,-0.3085074599719694,0.42485541809620553,0.08758497787562512,1.2188581453021026,-0.20828456930427738,2.0430172713124124,-0.15327599320930452,1.218634375531715,0.8703645277036018,0.8699172553635574,-0.6938436082055978,-0.19343077026910319,1.699821636276552,-0.22803383178470554,2007,0
Todd Herremans,2343,16,0.11198744573756592,-0.568670230969411,0.8103160955952221,0.7022740003442193,0.4756344340069802,0.7583635854457208,0.7902859197033915,0.5295195122185141,1.3882738881591403,0.09357032427038955,0.09313644704662327,0.3605341798720905,0.8055194781439914,0.750755873086168,1.1283280749790536,1.1972447046501076,-0.20828456930427738,2.020198298555784,-0.15327599320930452,1.1970185565516953,1.3315831860322036,1.331231810192717,-0.6938436082055978,-0.19343077026910319,0.9529113644131345,-0.22803383178470554,2007,0
